"id","raw_id","aircraft_model","published_date","event_tag","airline","event_location","event_date","event_description","aircraft_tail_extracted","ac_manufacturer_extracted","ac_model_extracted","flight_number_extracted"
118805,2375,B738,2022-11-18 00:00:00.000 +0100,Accident,American,Kansas City,2022-11-15 00:00:00.000 +0100,bird strike and loss of airspeed indicators,N846NN,Boeing,"737-800",AA-1855
118810,2381,A320,2022-11-16 00:00:00.000 +0100,Incident,AirAsia,Penang,2022-11-13 00:00:00.000 +0100,bird strike,"9M-AHE",Airbus,A320-200,AK-6113
118811,2382,A320,2022-11-16 00:00:00.000 +0100,Incident,Delta,Salt Lake City,2022-11-10 00:00:00.000 +0100,bird strike,N352NW,Airbus,A320-200,DL-2994
118828,2399,A320,2022-11-09 00:00:00.000 +0100,Incident,Berniq,Benghazi,2022-11-09 00:00:00.000 +0100,bird strike causes cracked windshield,"5A-BRA",Airbus,A320-200,NB-101
118833,2404,A319,2022-11-07 00:00:00.000 +0100,Incident,Canada Rouge,Fort Lauderdale,2022-11-03 00:00:00.000 +0100,bird strike on departure,C-GBHR,Airbus,A319-100,AC-1611
118847,2418,B38M,2022-11-04 00:00:00.000 +0100,Incident,Southwest,New Orleans,2022-11-02 00:00:00.000 +0100,bird strike,N8707P,Boeing,"737-8 MAX",WN-2604
118853,2424,B38M,2022-11-02 00:00:00.000 +0100,Incident,TUI Nederland,Amsterdam,2022-11-02 00:00:00.000 +0100,bird strike,PH-TFP,Boeing,"737-8 MAX",OR-1631
118869,2440,B772,2022-10-28 00:00:00.000 +0200,Incident,British Airways,Bangalore and London,2022-10-28 00:00:00.000 +0200,bird strike,G-YMMJ,Boeing,"777-200",BA-118
118876,2447,B38M,2022-10-27 00:00:00.000 +0200,Incident,Akasa,Ahmedabad,2022-10-27 00:00:00.000 +0200,bird strike,VT-YAF,Boeing,"737-8 MAX",QP-1333
118846,2417,B738,2022-11-04 00:00:00.000 +0100,Incident,KLM,Zurich,2022-10-26 00:00:00.000 +0200,stabilizer trim problem and bird strike,PH-BCE,Boeing,"737-800",KL-1962
118872,2443,B752,2022-10-27 00:00:00.000 +0200,Incident,Fedex,Mobile,2022-10-25 00:00:00.000 +0200,bird strike drops engine cowl,N785FD,Boeing,"757-200",FX-9030
118890,2461,A320,2022-10-21 00:00:00.000 +0200,Incident,Allegiant,Fort Lauderdale,2022-10-20 00:00:00.000 +0200,bird strike,N216NV,Airbus,A320-200,G4-531
118907,2478,B38M,2022-10-15 00:00:00.000 +0200,Incident,Akasa,Mumbai,2022-10-14 00:00:00.000 +0200,bird strike,VT-YAE,Boeing,"737-8 MAX",QP-1103
118911,2482,A333,2022-10-13 00:00:00.000 +0200,Incident,Transat,Athens,2022-10-08 00:00:00.000 +0200,bird strikes into both engines,C-GTSD,Airbus,A330-300,TS-697
118949,2520,B788,2022-09-30 00:00:00.000 +0200,Incident,Biman Bangladesh,Chittagong,2022-09-29 00:00:00.000 +0200,bird strike,S2-AJS,Boeing,"787-8",BG-121
118950,2521,B738,2022-09-30 00:00:00.000 +0200,Incident,Flydubai,Chittagong,2022-09-29 00:00:00.000 +0200,bird strike,A6-FGG,Boeing,"737-800",FZ-591
118960,2531,A319,2022-09-27 00:00:00.000 +0200,Incident,Delta,Minneapolis,2022-09-26 00:00:00.000 +0200,bird strike,N347NB,Airbus,A319-100,DL-2805
118962,2533,A388,2022-09-27 00:00:00.000 +0200,Incident,British Airways,Johannesburg,2022-09-26 00:00:00.000 +0200,bird strike,G-XLED,Airbus,A380-800,BA-55
118964,2535,A20N,2022-09-27 00:00:00.000 +0200,Incident,India,Kannur,2022-09-26 00:00:00.000 +0200,bird strike,VT-CIM,Airbus,A320-200N,AI-425
118966,2537,BCS3,2022-09-26 00:00:00.000 +0200,Incident,Swiss,Zurich,2022-09-21 00:00:00.000 +0200,bird strike,HB-JCE,Bombardier C-Series,CS-300,LX-1884
118984,2556,E175,2022-09-19 00:00:00.000 +0200,Incident,Republic,New York,2022-09-18 00:00:00.000 +0200,bird strike,N113HQ,Embraer,ERJ,AA-4673
118996,2568,A320,2022-09-15 00:00:00.000 +0200,Incident,Avianca,Barranquilla,2022-09-15 00:00:00.000 +0200,rejected takeoff due to bird strike,N862AV,Airbus,A320-200,AV-8525
119010,2582,B738,2022-09-11 00:00:00.000 +0200,Incident,TUI,Bournemouth,2022-09-10 00:00:00.000 +0200,bird strike,G-TAWI,Boeing,"737-800",BY-6624
119029,2600,B738,2022-09-05 00:00:00.000 +0200,Incident,Norwegian,Trondheim,2022-09-05 00:00:00.000 +0200,bird strike,LN-ENS,Boeing,"737-800",DY-1078
119032,2603,E145,2022-09-05 00:00:00.000 +0200,Incident,Envoy,Dubuque,2022-09-04 00:00:00.000 +0200,bird strike,N932AE,Embraer,ERJ,MQ-3904
119044,2615,B738,2022-09-02 00:00:00.000 +0200,Incident,Jet2,Newcastle,2022-09-01 00:00:00.000 +0200,bird strike,G-JZBN,Boeing,"737-800",LS-561
119048,2619,E195,2022-08-30 00:00:00.000 +0200,Incident,Azul,Fortaleza,2022-08-29 00:00:00.000 +0200,bird strike,PR-AYW,Embraer,ERJ,AD-4100
119058,2629,B733,2022-08-27 00:00:00.000 +0200,Incident,Peace,Lagos,2022-08-27 00:00:00.000 +0200,bird strike,,Boeing,"737-300",P4-7154
119077,2648,A21N,2022-08-23 00:00:00.000 +0200,Incident,Astana,Istanbul and Almaty,2022-08-23 00:00:00.000 +0200,bird strike,EI-KGD,Airbus,A321-200N,KC-912
119081,2652,A320,2022-08-21 00:00:00.000 +0200,Incident,Wizz,Eindhoven,2022-08-21 00:00:00.000 +0200,rejected takeoff due to bird strike,HA-LYI,Airbus,A320-200,W6-2274
119093,2664,B738,2022-08-18 00:00:00.000 +0200,Incident,Ryanair,Dusseldorf,2022-08-16 00:00:00.000 +0200,bird strike,EI-DCX,Boeing,"737-800",FR-7712
119113,2683,A320,2022-08-15 00:00:00.000 +0200,Incident,Avianca,Barranquila,2022-08-13 00:00:00.000 +0200,rejected takeoff due to bird strike,N951AV,Airbus,A320-200,AV-8525
119109,2679,A320,2022-08-15 00:00:00.000 +0200,Incident,Allegiant,St. Petersburg,2022-08-13 00:00:00.000 +0200,rejected takeoff due to bird strike,N208NV,Airbus,A320-200,G4-1089
119144,2713,A320,2022-08-07 00:00:00.000 +0200,Incident,Easyjet,Manchester,2022-08-07 00:00:00.000 +0200,bird strike,G-EZOP,Airbus,A320-200,U2-1877
119137,2706,B737,2022-08-09 00:00:00.000 +0200,Incident,Southwest,Atlanta,2022-08-07 00:00:00.000 +0200,bird strike,N7821L,Boeing,"737-700",WN-3012
119150,2719,A20N,2022-08-05 00:00:00.000 +0200,Incident,Vistara,Varanasi,2022-08-05 00:00:00.000 +0200,bird strike,VT-TNC,Airbus,A320-200N,UK-622
119156,2725,A320,2022-08-04 00:00:00.000 +0200,Incident,GoAir,Ahmedabad,2022-08-04 00:00:00.000 +0200,bird strike,VT-GOR,Airbus,A320-200,G8-911
119149,2718,A321,2022-08-05 00:00:00.000 +0200,Incident,Frontier,Orlando,2022-08-03 00:00:00.000 +0200,bird strike,N709FR,Airbus,A321-200,F9-1334
119168,2737,B738,2022-08-01 00:00:00.000 +0200,Incident,American,Dallas,2022-07-31 00:00:00.000 +0200,bird strike,N816NN,Boeing,"737-800",AA-1505
119169,2738,B738,2022-08-01 00:00:00.000 +0200,Incident,Norwegian,Stockholm,2022-07-30 00:00:00.000 +0200,bird strike,SE-RXA,Boeing,"737-800",D8-4403
119181,2750,A319,2022-07-28 00:00:00.000 +0200,Incident,Moldova,Tel Aviv,2022-07-28 00:00:00.000 +0200,bird strike,ER-AXL,Airbus,A319-100,"9U-548"
119151,2720,A321,2022-08-05 00:00:00.000 +0200,Accident,Delta,Denver,2022-07-26 00:00:00.000 +0200,rejected takeoff after bird strike and fuel fire,N332DN,Airbus,A321-200,DL-1057
119200,2769,A320,2022-07-25 00:00:00.000 +0200,Incident,Eurowings,Stockholm,2022-07-25 00:00:00.000 +0200,rejected takeoff due to bird strike,D-AEUH,Airbus,A320-200,EW-4600
119204,2773,B763,2022-07-23 00:00:00.000 +0200,Incident,United,Zurich,2022-07-23 00:00:00.000 +0200,bird strike,N668UA,Boeing,"767-300",UA-12
119196,2765,CRJ2,2022-07-25 00:00:00.000 +0200,Incident,Wisconsin,Cleveland,2022-07-22 00:00:00.000 +0200,bird strike into both engines during landing roll,N460AW,CRJ,"200 ",UA-3756
119207,2776,A332,2022-07-22 00:00:00.000 +0200,Incident,Delta,Frankfurt,2022-07-22 00:00:00.000 +0200,rejected takeoff due to bird strike,N858NW,Airbus,A330-200,DL-87
119230,2799,E190,2022-07-18 00:00:00.000 +0200,Incident,KLM Cityhopper,London,2022-07-17 00:00:00.000 +0200,bird strike,PH-EXV,Embraer,ERJ,KL-992
119237,2806,A320,2022-07-16 00:00:00.000 +0200,Incident,LATAM,Florianopolis,2022-07-15 00:00:00.000 +0200,bird strike,PR-MBH,Airbus,A320-200,LA-3457
119234,2803,B738,2022-07-17 00:00:00.000 +0200,Incident,India Express,,2022-07-15 00:00:00.000 +0200,bird in cockpit,VT-AXM,Boeing,"737-800",IX-474
119247,2816,E190,2022-07-13 00:00:00.000 +0200,Incident,Jetblue,Savannah,2022-07-12 00:00:00.000 +0200,bird strike,N354JB,Embraer,ERJ,B6-349
119246,2815,E190,2022-07-13 00:00:00.000 +0200,Incident,Jetblue,Fort Myers,2022-07-12 00:00:00.000 +0200,bird strike,N179JB,Embraer,ERJ,B6-1865
119260,2829,A359,2022-07-08 00:00:00.000 +0200,Incident,Iberia,Buenos Aires,2022-07-07 00:00:00.000 +0200,bird strike,EC-NJM,Airbus,A350-900,IB-6845
119290,2860,B738,2022-06-29 00:00:00.000 +0200,Incident,Aeromexico,Guadalajara,2022-06-28 00:00:00.000 +0200,bird strike,N957AM,Boeing,"737-800",AM-652
119307,2877,A320,2022-06-23 00:00:00.000 +0200,Incident,PIA,Lahore,2022-06-23 00:00:00.000 +0200,bird strike,AP-BLW,Airbus,A320-200,PK-258
119317,2887,A20N,2022-06-20 00:00:00.000 +0200,Incident,Indigo,Guwahati,2022-06-19 00:00:00.000 +0200,bird strike,VT-ITB,Airbus,A320-200N,"6E-6394"
119320,2890,B738,2022-06-19 00:00:00.000 +0200,Incident,Spicejet,Patna,2022-06-19 00:00:00.000 +0200,bird strike,VT-SYZ,Boeing,"737-800",SG-723
119314,2884,A320,2022-06-20 00:00:00.000 +0200,Incident,Vueling,Vigo,2022-06-17 00:00:00.000 +0200,rejected takeoff due to flock of birds,EC-MBD,Airbus,A320-200,VY-1703
119348,2915,B738,2022-06-11 00:00:00.000 +0200,Incident,Serene,Lahore,2022-06-11 00:00:00.000 +0200,bird strike,AP-BNB,Boeing,"737-800",ER-723
119185,2754,A320,2022-07-27 00:00:00.000 +0200,Incident,Canada Rouge,,2022-06-10 00:00:00.000 +0200,loss of cabin pressure after bird strike,C-GFDU,Airbus,A320-200,RV-1791
119346,2913,B772,2022-06-12 00:00:00.000 +0200,Incident,Atlas,Sao Paulo,2022-06-06 00:00:00.000 +0200,bird strike,N704GT,Boeing,"777-200 ","5Y-8027"
119379,2946,A321,2022-05-28 00:00:00.000 +0200,Incident,Airblue,Lahore,2022-05-28 00:00:00.000 +0200,bird strike,AP-BMN,Airbus,A321-200,PA-410
119364,2931,A21N,2022-06-03 00:00:00.000 +0200,Incident,VivaAerobus,Villahermosa,2022-05-23 00:00:00.000 +0200,bird strike causes engine fire,XA-VBZ,Airbus,A321-200N,VB-1281
119412,2979,B739,2022-05-19 00:00:00.000 +0200,Incident,Lion,Surabaya,2022-05-18 00:00:00.000 +0200,bird strike,PK-LHR,Boeing,"737-900",JT-800
119421,2988,B738,2022-05-17 00:00:00.000 +0200,Incident,American,Belgrade,2022-05-16 00:00:00.000 +0200,bird strike,N817NN,Boeing,"737-800",AA-1612
119430,2998,A320,2022-05-12 00:00:00.000 +0200,Incident,ITA,Milan,2022-05-12 00:00:00.000 +0200,bird strike,EI-DTG,Airbus,A320-200,AZ-1765
119424,2992,B38M,2022-05-16 00:00:00.000 +0200,Incident,Gol,Maceio,2022-05-11 00:00:00.000 +0200,bird on pitot,PR-XMV,Boeing,"737-8 MAX",G3-1999
119438,3006,A319,2022-05-09 00:00:00.000 +0200,Incident,Easyjet,Glasgow,2022-05-07 00:00:00.000 +0200,bird strike,G-EZGR,Airbus,A319-100,U2-6843
119444,3012,A320,2022-05-06 00:00:00.000 +0200,Incident,Alaska,Portland,2022-05-04 00:00:00.000 +0200,bird strike,N639VA,Airbus,A320-200,AS-317
119460,3028,A359,2022-05-03 00:00:00.000 +0200,Incident,Finnair,Amsterdam,2022-04-30 00:00:00.000 +0200,bird strike,OH-LWB,Airbus,A350-900,AY-1305
119474,3042,DH8D,2022-04-26 00:00:00.000 +0200,Incident,Horizon,Seattle,2022-04-25 00:00:00.000 +0200,flock of birds,N403QX,Dash,"8-400 ",AS-2553
119480,3048,A320,2022-04-23 00:00:00.000 +0200,Incident,Eurowings,Zurich,2022-04-22 00:00:00.000 +0200,rejected takeoff due to bird strike,D-AEWV,Airbus,A320-200,EW-9763
119491,3059,B738,2022-04-20 00:00:00.000 +0200,Incident,Malta Air,Liverpool,2022-04-18 00:00:00.000 +0200,rejected takeoff due to bird strike,"9H-QDX",Boeing,"737-800 ",FR-3010
119493,3061,A321,2022-04-19 00:00:00.000 +0200,Incident,Finnair,Larnaca,2022-04-17 00:00:00.000 +0200,bird strike,OH-LZT,Airbus,A321-200,AY-1928
119507,3075,A321,2022-04-15 00:00:00.000 +0200,Incident,Spirit,Detroit,2022-04-14 00:00:00.000 +0200,bird strike,N678NK,Airbus,A321-200,NK-2143
119523,3090,B734,2022-04-13 00:00:00.000 +0200,Incident,Kalitta,Cincinnati,2022-04-12 00:00:00.000 +0200,bird strikes,N733CK,Boeing,"737-400",CB-835
119526,3093,B752,2022-04-12 00:00:00.000 +0200,Incident,Delta,Atlanta,2022-04-11 00:00:00.000 +0200,bird strike,N554NW,Boeing,"757-200",DL-1601
119527,3094,CRJ9,2022-04-11 00:00:00.000 +0200,Incident,PSA,Charlotte,2022-04-09 00:00:00.000 +0200,bird on spit,N576NN,CRJ,"900 ",AA-5461
119549,3116,B738,2022-04-05 00:00:00.000 +0200,Incident,Norwegian,Longyearbyen,2022-04-04 00:00:00.000 +0200,bird strike,LN-DYM,Boeing,"737-800",DY-396
119557,3124,E195,2022-04-01 00:00:00.000 +0200,Incident,LOT,Zurich,2022-03-31 00:00:00.000 +0200,rejected takeoff due to bird strike,SP-LND,Embraer,ERJ,LO-420
119532,3099,BCS3,2022-04-09 00:00:00.000 +0200,Incident,Canada,Toronto,2022-03-29 00:00:00.000 +0200,bird strike,C-GMYU,Bombardier C-Series,CS-300,AC-426
119586,3153,A320,2022-03-27 00:00:00.000 +0100,Incident,Avianca,Guayaquil,2022-03-25 00:00:00.000 +0100,bird strike,N748AV,Airbus,A320-200,AV-7392
119579,3146,A321,2022-03-28 00:00:00.000 +0200,Accident,Spirit,Newark,2022-03-25 00:00:00.000 +0100,bird strike,N657NK,Airbus,A321-200,NK-1215
119591,3158,CRJ9,2022-03-24 00:00:00.000 +0100,Incident,Mesa,Eugene,2022-03-22 00:00:00.000 +0100,flock of birds (geese),N902FJ,CRJ,"900 ",AA-5802
119590,3157,B738,2022-03-24 00:00:00.000 +0100,Incident,Gol,Fortaleza,2022-03-20 00:00:00.000 +0100,bird strikes on departure and landing,PR-GZU,Boeing,"737-800",G3-1521
119635,3202,B789,2022-03-07 00:00:00.000 +0100,Incident,Biman,Dhaka and Sylhet,2022-03-07 00:00:00.000 +0100,bird strike,S2-AJX,Boeing,"787-9",BG-201
119655,3222,A320,2022-02-28 00:00:00.000 +0100,Incident,American,Fort Myers,2022-02-27 00:00:00.000 +0100,bird strike on final,N121UW,Airbus,A320-200,AA-1866
119656,3223,B763,2022-02-28 00:00:00.000 +0100,Incident,Delta,Cincinnati,2022-02-26 00:00:00.000 +0100,rejected takeoff due to bird strike,N193DN,Boeing,"767-300",DL-1709
119657,3224,B38M,2022-02-27 00:00:00.000 +0100,Incident,Malta Air,Milan,2022-02-25 00:00:00.000 +0100,bird strike,"9H-VUN",Boeing,"737-8 MAX ",FR-1444
119662,3229,B737,2022-02-25 00:00:00.000 +0100,Accident,Southwest,Kansas City,2022-02-24 00:00:00.000 +0100,bird strikes damage both engines,N967WN,Boeing,"737-700",WN-350
119680,3248,B763,2022-02-22 00:00:00.000 +0100,Incident,Fedex,Omaha,2022-02-20 00:00:00.000 +0100,bird strike,N187FE,Boeing,"767-300",FX-795
119690,3258,B739,2022-02-18 00:00:00.000 +0100,Incident,Delta,Minneapolis,2022-02-17 00:00:00.000 +0100,bird strike,N821DN,Boeing,"737-900",DL-2192
119692,3260,A359,2022-02-17 00:00:00.000 +0100,Incident,Finnair,Bangkok,2022-02-17 00:00:00.000 +0100,bird strike,OH-LWF,,,AY-141
119702,3270,E170,2022-02-15 00:00:00.000 +0100,Incident,Republic,Key West,2022-02-12 00:00:00.000 +0100,bird strike,N818MD,Embraer,ERJ,DL-5833
119703,3271,A320,2022-02-15 00:00:00.000 +0100,Incident,Allegiant,Sarasota,2022-02-12 00:00:00.000 +0100,bird strike,N281NV,Airbus,A320-200,G4-2529
119707,3275,A321,2022-02-14 00:00:00.000 +0100,Incident,American,Cancun,2022-02-12 00:00:00.000 +0100,bird strikes,N170US,Airbus,A321-200,AA-895
119726,3295,A320,2022-02-09 00:00:00.000 +0100,Incident,Smartlynx Malta,Benin,2022-02-08 00:00:00.000 +0100,bird strike,"9H-SLJ",Airbus,A320-200 ,P4-7172
119732,3301,B737,2022-02-07 00:00:00.000 +0100,Incident,Avelo,New Haven,2022-02-04 00:00:00.000 +0100,windshield warning after bird strike,N701VL,Boeing,"737-700",XP-323
119754,3323,A320,2022-01-28 00:00:00.000 +0100,Incident,Jetblue,Fort Lauderdale,2022-01-27 00:00:00.000 +0100,bird strike,N640JB,Airbus,A320-200,B6-1411
119758,3327,A320,2022-01-27 00:00:00.000 +0100,Incident,American,Pittsburgh,2022-01-26 00:00:00.000 +0100,flock of birds,N123UW,Airbus,A320-200,AA-2738
119768,3337,A320,2022-01-24 00:00:00.000 +0100,Incident,Aeroflot,Belgorod,2022-01-23 00:00:00.000 +0100,bird strike on landing,VP-BLO,Airbus,A320-200,SU-1374
119777,3346,A321,2022-01-21 00:00:00.000 +0100,Incident,SriLankan,Tiruchirappalli,2022-01-20 00:00:00.000 +0100,bird strike,"4R-ABQ",Airbus,A321-200,UL-131
119791,3360,A321,2022-01-17 00:00:00.000 +0100,Incident,LATAM Brasil,Curitiba,2022-01-14 00:00:00.000 +0100,rejected takeoff due to bird strike,PT-XPM,Airbus,A321-200,LA-3533
119766,3335,A320,2022-01-25 00:00:00.000 +0100,Incident,LATAM Brasil,Navegantes,2022-01-04 00:00:00.000 +0100,bird strike,PR-MYO,Airbus,A320-200,LA-3275
118500,2068,JS41,2023-02-06 00:00:00.000 +0100,Accident,SA Airlink,Venetia Mine,2022-01-03 00:00:00.000 +0100,"bird strike disintegrates propeller, cabin punctured",ZS-NRJ,,,
119846,9416,A20N,2022-01-02 00:00:00.000 +0100,Incident,Vueling,Barcelona,2022-01-01 00:00:00.000 +0100,bird strike,EC-NAY,Airbus,A320-200N,VY-8309
119879,9449,A320,2021-12-19 00:00:00.000 +0100,Incident,Edelweiss,Zurich,2021-12-18 00:00:00.000 +0100,rejected takeoff due to bird strike,HB-IHY,Airbus,A320-200,WK-224
119893,9463,A320,2021-12-15 00:00:00.000 +0100,Incident,Vistara,Delhi,2021-12-14 00:00:00.000 +0100,bird strike,VT-TTK,Airbus,A320-200,UK-641
119904,9474,A320,2021-12-13 00:00:00.000 +0100,Incident,Jetblue,Fort Lauderdale,2021-12-12 00:00:00.000 +0100,bird strike,N629JB,Airbus,A320-200,B6-1710
119905,9475,B738,2021-12-13 00:00:00.000 +0100,Incident,Malta Air,Parma,2021-12-12 00:00:00.000 +0100,rejected takeoff due to bird strike,"9H-QCZ",Boeing,"737-800 ",FR-8111
119927,9497,A319,2021-12-08 00:00:00.000 +0100,Incident,American,Des Moines,2021-12-07 00:00:00.000 +0100,bird strike damages left engine and right wing,N808AW,Airbus,A319-100,AA-2854
119940,9510,BCS1,2021-12-03 00:00:00.000 +0100,Incident,Delta,Salt Lake City,2021-12-02 00:00:00.000 +0100,bird strike,N134DU,Bombardier C-Series,CS-100,DL-2513
119942,9512,A332,2021-12-03 00:00:00.000 +0100,Incident,Serene,Islamabad,2021-12-02 00:00:00.000 +0100,bird strike,AP-BNG,Airbus,A330-200,ER-504
119949,9519,E175,2021-12-01 00:00:00.000 +0100,Incident,Republic,New York,2021-11-30 00:00:00.000 +0100,bird strike,N407YX,Embraer,ERJ,AA-4535
119960,9531,A388,2021-11-29 00:00:00.000 +0100,Incident,British Airways,Madrid,2021-11-28 00:00:00.000 +0100,bird strike,G-XLEF,Airbus,A380-800,BA-462
119957,9528,A320,2021-11-29 00:00:00.000 +0100,Incident,Lufthansa,Sofia,2021-11-28 00:00:00.000 +0100,rejected takeoff due to bird strike,D-AIUM,Airbus,A320-200,LH-1429
119948,9518,B738,2021-12-01 00:00:00.000 +0100,Accident,Malta Air,Bologna,2021-11-24 00:00:00.000 +0100,"flock of herons, both engines ingested birds","9H-QDG",Boeing,"737-800 ",FR-1194
119962,9533,B773,2021-11-28 00:00:00.000 +0100,Accident,Aeroflot,Moscow,2021-11-24 00:00:00.000 +0100,bird strike,VP-BHA,Boeing,"777-300",SU-200
119964,9535,A320,2021-11-27 00:00:00.000 +0100,Accident,Frontier,Trenton,2021-11-23 00:00:00.000 +0100,bird strikes,N233FR,Airbus,A320-200,F9-820
119979,9551,B733,2021-11-23 00:00:00.000 +0100,Incident,Peace,Port Harcourt,2021-11-22 00:00:00.000 +0100,bird strike,is,Boeing,"737-300",P4-7159
119985,9557,A320,2021-11-20 00:00:00.000 +0100,Incident,Volotea,Olbia,2021-11-19 00:00:00.000 +0100,rejected takeoff due to bird strike,EC-NNY,Airbus,A320-200,V7-1138
120002,9574,A321,2021-11-17 00:00:00.000 +0100,Incident,LATAM Brasil,Porto Allegre,2021-11-16 00:00:00.000 +0100,bird strike,PT-XPC,Airbus,A321-200,LA-3090
120008,9580,A321,2021-11-16 00:00:00.000 +0100,Incident,American,Dallas,2021-11-15 00:00:00.000 +0100,bird strike,N545UW,Airbus,A321-200,AA-1579
120009,9581,B738,2021-11-16 00:00:00.000 +0100,Incident,Aeromexico,Sacramento,2021-11-15 00:00:00.000 +0100,bird strike,XA-AMB,Boeing,"737-800",AM-789
120020,9592,A319,2021-11-12 00:00:00.000 +0100,Incident,Lufthansa,Nuremberg,2021-11-10 00:00:00.000 +0100,bird strike,D-AILM,,,LH-143
120037,9609,A320,2021-11-09 00:00:00.000 +0100,Incident,Jetblue,Newark,2021-11-09 00:00:00.000 +0100,bird strike,N638JB,Airbus,A320-200,B6-604
120045,9617,A320,2021-11-08 00:00:00.000 +0100,Incident,Vueling,Barcelona,2021-11-08 00:00:00.000 +0100,bird strike,EC-MGE,Airbus,A320-200,VY-6246
120039,9611,B752,2021-11-09 00:00:00.000 +0100,Incident,Delta,Orlando,2021-11-08 00:00:00.000 +0100,rejected takeoff due to bird strike,N669DN,Boeing,"757-200",DL-770
120038,9610,A320,2021-11-09 00:00:00.000 +0100,Incident,Allegiant,Orlando,2021-11-08 00:00:00.000 +0100,bird strike,N217NV,Airbus,A320-200,G4-2471
120044,9616,E175,2021-11-08 00:00:00.000 +0100,Incident,Skywest,Seattle,2021-11-07 00:00:00.000 +0100,bird strike,N262SY,Embraer,ERJ,DL-3622
120058,9630,CRJ7,2021-11-04 00:00:00.000 +0100,Incident,Gojet,Chicago,2021-11-03 00:00:00.000 +0100,bird strike,N546GJ,CRJ,"700 ",UA-4420
120059,9631,CRJ9,2021-11-04 00:00:00.000 +0100,Incident,Endeavor,,2021-11-03 00:00:00.000 +0100,bird strike,N915XJ,CRJ,"900 ",DL-5164
120069,9641,A320,2021-11-01 00:00:00.000 +0100,Incident,United,Newark,2021-10-31 00:00:00.000 +0200,bird strike,N463UA,Airbus,A320-200,UA-2454
120070,9642,B38M,2021-11-01 00:00:00.000 +0100,Incident,Southwest,Oakland,2021-10-29 00:00:00.000 +0200,bird strike,N8701Q,Boeing,"737-8 M",WN-377
120080,9652,A318,2021-10-28 00:00:00.000 +0200,Incident,TAROM,Bucharest,2021-10-28 00:00:00.000 +0200,bird strike,YR-ASC,Airbus,A318-100,RO-7681
120082,9654,A359,2021-10-27 00:00:00.000 +0200,Incident,Iberia,Madrid,2021-10-27 00:00:00.000 +0200,bird strike,EC-NDR,Airbus,A350-900,IB-6586
120078,9650,B738,2021-10-28 00:00:00.000 +0200,Incident,American,Orlando,2021-10-27 00:00:00.000 +0200,bird strike,N826NN,Boeing,"737-800",AA-1649
120093,9665,A21N,2021-10-23 00:00:00.000 +0200,Incident,Lufthansa,Heraklion,2021-10-23 00:00:00.000 +0200,bird strike causes bent nose,D-AIEF,Airbus,A321-200N,LH-1554
120096,9668,B737,2021-10-22 00:00:00.000 +0200,Incident,United,Madison,2021-10-21 00:00:00.000 +0200,bird strike,N38727,Boeing,"737-700",UA-1928
120100,9672,A320,2021-10-21 00:00:00.000 +0200,Incident,Lufthansa,Rome,2021-10-21 00:00:00.000 +0200,bird strike,D-AIWG,Airbus,A320-200,LH-1874
120097,9669,A20N,2021-10-22 00:00:00.000 +0200,Incident,Spirit,Fort Lauderdale,2021-10-21 00:00:00.000 +0200,bird strike,N901NK,Airbus,A320-200N,NK-3044
120112,9684,BCS1,2021-10-18 00:00:00.000 +0200,Incident,Delta,Salt Lake City,2021-10-17 00:00:00.000 +0200,bird strike,N122DU,Bombardier C-Series,CS-100,DL-2775
120111,9683,E145,2021-10-18 00:00:00.000 +0200,Incident,Commut,Houston,2021-10-17 00:00:00.000 +0200,bird strike,N12163,Embraer,ERJ,UA-4320
120122,9694,A320,2021-10-16 00:00:00.000 +0200,Incident,Itapemirim,Sao Paulo,2021-10-15 00:00:00.000 +0200,bird strike,PS-SPJ,Airbus,A320-200,"8I-5616"
120131,9703,A321,2021-10-15 00:00:00.000 +0200,Incident,Spirit,Orlando,2021-10-14 00:00:00.000 +0200,bird strike,N682NK,Airbus,A321-200,NK-139
120108,9680,A320,2021-10-19 00:00:00.000 +0200,Incident,Itapemirim,Brasilia,2021-10-14 00:00:00.000 +0200,rejected takeoff due to bird strike,PS-SFC,Airbus,A320-200,"8I-5610"
